latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
30.156840000000003,76.8046,333.5,0.62,0.71,2019-10-13,654,N,nominal,1.0NRT,294.6,3.5,D
