latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
32.33676,-104.20226,312.6,0.52,0.67,2019-10-12,0748,N,nominal,1.0NRT,277.5,1.5,N
32.12001,-101.03081,340.4,0.34,0.56,2019-10-12,0748,N,nominal,1.0NRT,276.5,2.4,N
32.11972,-101.02716,303.7,0.34,0.56,2019-10-12,0748,N,nominal,1.0NRT,272.7,2.4,N
32.18801,-102.00941,350.8,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,277.9,5.4,N
32.11482,-101.03133,345.9,0.34,0.56,2019-10-12,0748,N,nominal,1.0NRT,275,2.4,N
32.18771,-102.00522,298,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,275.3,2.6,N
32.15502,-101.9332,319.5,0.38,0.59,2019-10-12,0748,N,nominal,1.0NRT,278.2,1.9,N
32.26138,-103.83862,309.8,0.49,0.65,2019-10-12,0748,N,nominal,1.0NRT,278.3,1,N
30.30315,-87.68929,300.1,0.47,0.4,2019-10-12,0748,N,nominal,1.0NRT,282.8,2.4,N
32.10163,-102.12811,295.6,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,275.1,0.3,N
31.70669,-97.59068,295,0.42,0.45,2019-10-12,0748,N,nominal,1.0NRT,280.5,0.5,N
31.70699,-97.5923,299.5,0.42,0.45,2019-10-12,0748,N,nominal,1.0NRT,280.3,0.8,N
32.07979,-102.11874,320.2,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,275.7,1.8,N
32.05321,-101.82134,315.6,0.38,0.58,2019-10-12,0748,N,nominal,1.0NRT,276.2,1.3,N
32.07945,-103.30222,298.3,0.46,0.63,2019-10-12,0748,N,nominal,1.0NRT,274.8,0.8,N
32.07862,-103.28728,296.7,0.46,0.63,2019-10-12,0748,N,nominal,1.0NRT,274.6,0.4,N
32.0813,-103.30122,296.3,0.46,0.63,2019-10-12,0748,N,nominal,1.0NRT,275.3,1.1,N
32.02041,-103.27707,309.1,0.46,0.63,2019-10-12,0748,N,nominal,1.0NRT,276.4,1.7,N
31.84982,-101.77565,295.9,0.37,0.58,2019-10-12,0748,N,nominal,1.0NRT,277.5,0.8,N
31.90264,-103.35751,300.4,0.46,0.64,2019-10-12,0748,N,nominal,1.0NRT,276.9,0.6,N
31.89671,-103.35804,312.6,0.46,0.64,2019-10-12,0748,N,nominal,1.0NRT,277.1,1.2,N
31.79349,-101.74897,310.3,0.37,0.58,2019-10-12,0748,N,nominal,1.0NRT,277,1.1,N
31.87133,-103.77561,301,0.49,0.65,2019-10-12,0748,N,nominal,1.0NRT,278.4,0.8,N
31.87008,-103.77691,311.7,0.49,0.65,2019-10-12,0748,N,nominal,1.0NRT,278.9,1.3,N
31.82371,-104.05038,307.2,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,276.7,1.2,N
31.76391,-103.84466,302.2,0.49,0.65,2019-10-12,0748,N,nominal,1.0NRT,277.7,1.2,N
30.54165,-91.91382,297.4,0.39,0.36,2019-10-12,0748,N,nominal,1.0NRT,285.3,0.6,N
31.76366,-103.84403,296.3,0.49,0.65,2019-10-12,0748,N,nominal,1.0NRT,277.4,0.5,N
31.7388,-103.9472,295.3,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,276.6,0.3,N
31.55239,-101.33202,295.9,0.35,0.57,2019-10-12,0748,N,nominal,1.0NRT,276.3,0.4,N
31.73085,-104.26609,298.3,0.52,0.67,2019-10-12,0748,N,nominal,1.0NRT,275.3,0.6,N
31.72461,-104.26645,295.2,0.52,0.67,2019-10-12,0748,N,nominal,1.0NRT,274.6,0.6,N
31.64598,-103.15644,298.7,0.45,0.63,2019-10-12,0748,N,nominal,1.0NRT,276.3,0.8,N
31.64569,-103.15164,306.4,0.45,0.63,2019-10-12,0748,N,nominal,1.0NRT,276.7,0.8,N
31.64684,-103.15529,301,0.45,0.63,2019-10-12,0748,N,nominal,1.0NRT,276.4,1.1,N
31.67521,-104.13017,297.6,0.51,0.66,2019-10-12,0748,N,nominal,1.0NRT,275.6,0.8,N
31.65714,-104.0274,317.3,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,276.3,1.4,N
31.6349,-104.07213,313.4,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,278.4,2.2,N
31.62585,-104.01881,339.1,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,279.4,3.1,N
31.62692,-104.15524,297.6,0.51,0.66,2019-10-12,0748,N,nominal,1.0NRT,276.8,1.1,N
31.50403,-102.64066,320.3,0.41,0.61,2019-10-12,0748,N,nominal,1.0NRT,279.4,2.2,N
31.58538,-104.07053,310.3,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,277.6,1.3,N
31.55019,-103.41624,304.4,0.46,0.64,2019-10-12,0748,N,nominal,1.0NRT,276.7,1.4,N
31.50235,-102.6414,320.1,0.41,0.61,2019-10-12,0748,N,nominal,1.0NRT,278.9,1.3,N
31.55336,-103.41572,301.5,0.46,0.64,2019-10-12,0748,N,nominal,1.0NRT,276.5,0.8,N
31.50204,-102.63692,301.2,0.41,0.61,2019-10-12,0748,N,nominal,1.0NRT,276.9,1.3,N
31.58658,-104.06956,313.8,0.5,0.66,2019-10-12,0748,N,nominal,1.0NRT,278.1,1.2,N
31.44283,-102.19292,309.7,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,277.4,0.8,N
31.44254,-102.18871,297.7,0.39,0.59,2019-10-12,0748,N,nominal,1.0NRT,277.2,0.8,N
31.50085,-103.14487,304.9,0.44,0.63,2019-10-12,0748,N,nominal,1.0NRT,276.2,0.5,N
31.49501,-103.14538,299.8,0.44,0.63,2019-10-12,0748,N,nominal,1.0NRT,277.9,0.5,N
31.5027,-103.46545,296.4,0.46,0.64,2019-10-12,0748,N,nominal,1.0NRT,278.3,0.5,N
31.36377,-101.77577,349.9,0.37,0.58,2019-10-12,0748,N,nominal,1.0NRT,280.9,3.8,N
31.36405,-101.77972,310.5,0.37,0.58,2019-10-12,0748,N,nominal,1.0NRT,278.1,3.5,N
31.40586,-103.02518,305,0.44,0.62,2019-10-12,0748,N,nominal,1.0NRT,277.9,0.7,N
31.40604,-103.02634,308.2,0.44,0.62,2019-10-12,0748,N,nominal,1.0NRT,278,0.9,N
31.35949,-103.62582,321.6,0.47,0.64,2019-10-12,0748,N,nominal,1.0NRT,277.4,2,N
31.19994,-101.33757,327.8,0.34,0.56,2019-10-12,0748,N,nominal,1.0NRT,279.9,1.6,N
31.20035,-101.33551,308.9,0.34,0.56,2019-10-12,0748,N,nominal,1.0NRT,278.1,0.9,N
31.35782,-103.62573,326.4,0.47,0.64,2019-10-12,0748,N,nominal,1.0NRT,277.2,1.9,N
31.30992,-103.62988,299.5,0.47,0.64,2019-10-12,0748,N,nominal,1.0NRT,277.3,0.7,N
30.26047,-93.28752,295.7,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.2,0.4,N
31.2794,-103.62243,303.8,0.47,0.64,2019-10-12,0748,N,nominal,1.0NRT,275.1,1,N
30.24973,-93.28528,297.1,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.3,0.9,N
30.2412,-93.27403,299.8,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,288.2,1.3,N
30.18163,-93.32307,299.8,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,288.5,1.2,N
30.17885,-93.32789,298.4,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,288.1,0.8,N
30.17546,-93.32853,305.9,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,287.1,0.8,N
30.11545,-93.29707,316.4,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.4,1.4,N
30.11207,-93.29771,296.5,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,284.9,1,N
30.04416,-93.33451,305.6,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.4,0.8,N
30.04078,-93.33516,304.9,0.4,0.37,2019-10-12,0748,N,nominal,1.0NRT,286.4,0.8,N
30.96655,-102.80571,297.4,0.42,0.61,2019-10-12,0748,N,nominal,1.0NRT,277.7,0.3,N
27.8572,-82.60187,311.3,0.33,0.55,2019-10-12,0748,N,nominal,1.0NRT,292.7,0.9,N
29.83638,-93.96339,308.8,0.42,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.1,1.5,N
29.83294,-93.96401,310.7,0.42,0.37,2019-10-12,0748,N,nominal,1.0NRT,288.7,1.5,N
29.76181,-93.6061,343,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,287.4,5.6,N
29.75811,-93.88088,307.1,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,286.5,0.9,N
29.75752,-93.87661,300.9,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,286.2,0.9,N
29.75693,-93.87232,297.2,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,285.5,0.7,N
29.75468,-93.88151,297.4,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,286.6,0.9,N
29.75409,-93.87724,306.7,0.41,0.37,2019-10-12,0748,N,nominal,1.0NRT,286.8,0.9,N
28.986,-95.3112,297.8,0.46,0.39,2019-10-12,0748,N,nominal,1.0NRT,285.4,0.7,N
28.68402,-106.08878,297.2,0.63,0.72,2019-10-12,0748,N,nominal,1.0NRT,281.6,0.6,N
23.00997,-82.74507,312.6,0.41,0.6,2019-10-12,0748,N,nominal,1.0NRT,290.9,2.5,N
22.92471,-98.01924,297.5,0.53,0.42,2019-10-12,0748,N,nominal,1.0NRT,285.6,0.5,N
22.74818,-97.93854,297.1,0.52,0.42,2019-10-12,0748,N,nominal,1.0NRT,284.9,1.4,N
22.74582,-97.9351,298.1,0.52,0.42,2019-10-12,0748,N,nominal,1.0NRT,285.4,0.8,N
45.78187,-73.91203,297.6,0.33,0.55,2019-10-12,0742,N,nominal,1.0NRT,279.2,0.7,N
46.52328,-84.37335,296,0.4,0.37,2019-10-12,0742,N,nominal,1.0NRT,273.5,1,N
46.51998,-84.37455,338.5,0.4,0.37,2019-10-12,0742,N,nominal,1.0NRT,276.3,4.5,N
42.49511,-73.81503,295.4,0.41,0.61,2019-10-12,0742,N,nominal,1.0NRT,279.8,0.6,N
42.04982,-73.97396,315.6,0.42,0.61,2019-10-12,0742,N,nominal,1.0NRT,280.1,2.4,N
41.43312,-75.59447,295.6,0.36,0.58,2019-10-12,0742,N,nominal,1.0NRT,278.6,0.5,N
42.10171,-120.21689,298.5,0.4,0.44,2019-10-12,0930,N,nominal,1.0NRT,270.9,1,N
42.13413,-120.86037,313.4,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,276.1,1.7,N
42.12987,-120.86074,325.4,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,284.1,2.9,N
42.13033,-120.86603,315.8,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,280.3,2,N
42.12943,-120.85564,306.6,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,274,2.9,N
42.12607,-120.86655,295.7,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,273.9,2,N
42.12702,-120.86781,303.2,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,275.8,1.3,N
42.12654,-120.8625,302.4,0.43,0.46,2019-10-12,0930,N,nominal,1.0NRT,275.9,1.3,N
40.91524,-112.73382,306.9,0.39,0.36,2019-10-12,0930,N,nominal,1.0NRT,276.5,1.5,N
40.82228,-114.25761,315.8,0.39,0.36,2019-10-12,0930,N,nominal,1.0NRT,272.4,2.4,N
39.97955,-111.14376,299.2,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,269.5,1.2,N
39.97349,-111.13019,305.7,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,269.7,1.8,N
38.43488,-105.98482,326,0.49,0.49,2019-10-12,0930,N,nominal,1.0NRT,274.8,4.1,N
38.43367,-105.97971,299.2,0.49,0.49,2019-10-12,0930,N,nominal,1.0NRT,272.2,1.6,N
38.43091,-105.98791,319.5,0.49,0.49,2019-10-12,0930,N,nominal,1.0NRT,271.8,4.1,N
38.43509,-105.97967,322.7,0.49,0.49,2019-10-12,0930,N,nominal,1.0NRT,274.6,4.8,N
38.43231,-105.988,329,0.49,0.49,2019-10-12,0930,N,nominal,1.0NRT,273.5,4.8,N
38.42223,-106.02563,296.3,0.49,0.48,2019-10-12,0930,N,nominal,1.0NRT,269.5,1.4,N
38.94046,-112.81823,300.5,0.39,0.36,2019-10-12,0930,N,nominal,1.0NRT,270.7,2.4,N
38.93639,-112.81467,317.4,0.39,0.36,2019-10-12,0930,N,nominal,1.0NRT,269.5,2.4,N
35.51546,-101.40594,301.4,0.5,0.66,2019-10-12,0930,N,nominal,1.0NRT,274.4,1.2,N
35.53457,-101.89502,345.5,0.47,0.64,2019-10-12,0930,N,nominal,1.0NRT,274.9,4.7,N
39.06017,-122.11695,301,0.46,0.47,2019-10-12,0930,N,nominal,1.0NRT,281,0.8,N
38.71154,-120.13973,296.1,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,278,2.5,N
38.7044,-120.14766,296.6,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.2,1.7,N
38.70044,-120.1479,300,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.9,1.7,N
38.69793,-120.16183,307.3,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,281.1,2.1,N
38.69722,-120.15508,302.1,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,279.7,2.1,N
38.694,-120.16235,332,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,280.5,5.4,N
38.6947,-120.16905,297.4,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,279.6,3,N
38.69077,-120.16961,333.6,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,281.4,3,N
38.69217,-120.18289,295.8,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,279.6,1.5,N
38.69147,-120.17626,306.7,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,280.7,3,N
38.68824,-120.18345,328.9,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,281.5,4.1,N
38.68753,-120.17674,331.3,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.7,5.5,N
38.68431,-120.1841,319.7,0.55,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.3,4.1,N
37.63712,-112.85785,303.7,0.4,0.37,2019-10-12,0930,N,nominal,1.0NRT,269.9,0.9,N
38.07071,-122.13789,309.9,0.45,0.47,2019-10-12,0930,N,nominal,1.0NRT,292.6,1.9,N
38.02424,-122.06112,299.4,0.45,0.47,2019-10-12,0930,N,nominal,1.0NRT,287.9,1.1,N
38.00386,-121.9334,300,0.44,0.46,2019-10-12,0930,N,nominal,1.0NRT,282.6,0.7,N
38.01597,-122.11459,300.1,0.45,0.47,2019-10-12,0930,N,nominal,1.0NRT,288.2,1.1,N
38.01551,-122.10945,297.9,0.45,0.47,2019-10-12,0930,N,nominal,1.0NRT,287.5,1.1,N
38.01798,-122.23557,295.3,0.46,0.47,2019-10-12,0930,N,nominal,1.0NRT,279.7,0.3,N
37.88414,-121.18555,295.2,0.4,0.44,2019-10-12,0930,N,nominal,1.0NRT,278.9,0.3,N
37.94319,-122.39306,299.7,0.46,0.47,2019-10-12,0930,N,nominal,1.0NRT,286.3,1.2,N
36.30311,-112.39297,332.9,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,276.7,3.8,N
36.2981,-112.36509,298.2,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,275.7,0.9,N
36.29971,-112.39395,332.5,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,275.8,3.8,N
36.2989,-112.38944,336.6,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,277.7,4.7,N
36.29808,-112.38486,336.8,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,277.4,4.7,N
36.29725,-112.38023,324.3,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,276.6,1.8,N
36.29641,-112.37563,295.2,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,273.1,1.8,N
36.29559,-112.37101,315.4,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,274.8,1,N
36.29473,-112.36623,296.4,0.42,0.38,2019-10-12,0930,N,nominal,1.0NRT,273.4,1,N
36.3563,-114.90908,320.8,0.38,0.36,2019-10-12,0930,N,nominal,1.0NRT,281,2.7,N
37.1836,-121.67886,296.1,0.42,0.45,2019-10-12,0930,N,nominal,1.0NRT,282.3,0.6,N
36.58804,-118.75588,296.5,0.46,0.39,2019-10-12,0930,N,nominal,1.0NRT,277.5,1.5,N
35.51779,-113.31464,317.8,0.41,0.37,2019-10-12,0930,N,nominal,1.0NRT,278.4,2.3,N
32.40707,-101.54565,297.7,0.59,0.7,2019-10-12,0930,N,nominal,1.0NRT,272.2,0.4,N
32.4651,-101.70578,304.4,0.58,0.7,2019-10-12,0930,N,nominal,1.0NRT,273.3,1.2,N
32.40678,-101.54585,296.8,0.59,0.7,2019-10-12,0930,N,nominal,1.0NRT,272.4,0.6,N
32.04562,-100.6843,299.6,0.67,0.74,2019-10-12,0930,N,nominal,1.0NRT,272.4,0.6,N
34.78042,-112.08189,296.1,0.45,0.39,2019-10-12,0930,N,nominal,1.0NRT,280.6,0.5,N
32.1182,-101.02977,313.5,0.64,0.72,2019-10-12,0930,N,nominal,1.0NRT,272.5,3.5,N
32.42368,-102.1151,295.5,0.55,0.68,2019-10-12,0930,N,nominal,1.0NRT,274.6,0.9,N
32.11421,-101.02651,308.7,0.64,0.72,2019-10-12,0930,N,nominal,1.0NRT,271.2,3.8,N
32.19012,-102.0032,306.5,0.57,0.69,2019-10-12,0930,N,nominal,1.0NRT,275.1,1.8,N
32.18807,-102.00352,313,0.57,0.69,2019-10-12,0930,N,nominal,1.0NRT,275.1,2.6,N
34.06739,-110.02805,308.2,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,279.9,3.4,N
34.06351,-110.0292,326.4,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,279.9,3.4,N
34.06472,-110.03512,316.2,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,277,3.4,N
34.06233,-110.02347,300.6,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.9,2.4,N
34.06087,-110.03642,303.3,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,278,2.1,N
34.05965,-110.03049,309,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.7,2.1,N
34.05844,-110.0246,295.2,0.56,0.43,2019-10-12,0930,N,nominal,1.0NRT,278.1,1.4,N
32.08083,-102.1172,298.3,0.56,0.69,2019-10-12,0930,N,nominal,1.0NRT,274,1.3,N
31.79029,-101.7458,305.9,0.6,0.7,2019-10-12,0930,N,nominal,1.0NRT,275.5,1.6,N
31.78991,-101.74577,304,0.6,0.7,2019-10-12,0930,N,nominal,1.0NRT,275.4,1.2,N
32.20946,-103.59932,313.1,0.46,0.64,2019-10-12,0930,N,nominal,1.0NRT,277.3,1,N
32.25944,-103.83408,303.1,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,277,1.2,N
32.33809,-104.20147,296.8,0.42,0.61,2019-10-12,0930,N,nominal,1.0NRT,277,0.5,N
32.25988,-103.83531,307.2,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,277.9,0.8,N
32.33523,-104.19936,306.4,0.43,0.62,2019-10-12,0930,N,nominal,1.0NRT,276.5,1.4,N
32.18166,-103.60547,296.9,0.46,0.64,2019-10-12,0930,N,nominal,1.0NRT,275.9,0.6,N
32.25484,-104.05126,297.5,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,276.5,0.7,N
32.02499,-103.27541,295.9,0.49,0.65,2019-10-12,0930,N,nominal,1.0NRT,275.7,0.8,N
31.58249,-101.67342,305.5,0.61,0.71,2019-10-12,0930,N,nominal,1.0NRT,273.9,1.2,N
32.01919,-103.2775,307.7,0.49,0.65,2019-10-12,0930,N,nominal,1.0NRT,275.3,0.8,N
31.89764,-103.35751,316.3,0.48,0.65,2019-10-12,0930,N,nominal,1.0NRT,277.6,2.2,N
31.90148,-103.3568,300.5,0.49,0.65,2019-10-12,0930,N,nominal,1.0NRT,277,1.8,N
31.90014,-103.35172,300.3,0.49,0.65,2019-10-12,0930,N,nominal,1.0NRT,276.3,1.3,N
31.92913,-103.62914,295.7,0.47,0.64,2019-10-12,0930,N,nominal,1.0NRT,278,0.5,N
31.90473,-103.5367,296.5,0.47,0.64,2019-10-12,0930,N,nominal,1.0NRT,277.6,0.8,N
32.05985,-104.17629,312.4,0.43,0.62,2019-10-12,0930,N,nominal,1.0NRT,277.2,1.5,N
31.36066,-101.77211,323.9,0.61,0.71,2019-10-12,0930,N,nominal,1.0NRT,276.4,2.2,N
32.06445,-104.35619,297.6,0.42,0.61,2019-10-12,0930,N,nominal,1.0NRT,274.3,0.6,N
31.36246,-101.77843,302,0.61,0.71,2019-10-12,0930,N,nominal,1.0NRT,277,2.2,N
31.98195,-104.06406,334.5,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,277.6,3.2,N
34.62022,-117.09937,308.3,0.4,0.37,2019-10-12,0930,N,nominal,1.0NRT,281.2,1,N
31.44436,-102.18929,299.8,0.58,0.69,2019-10-12,0930,N,nominal,1.0NRT,276.4,1,N
31.19989,-101.33671,309.2,0.65,0.73,2019-10-12,0930,N,nominal,1.0NRT,277.5,1.8,N
31.98059,-104.0638,334.9,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,277,3.9,N
31.36218,-101.77466,329.2,0.61,0.71,2019-10-12,0930,N,nominal,1.0NRT,278.3,4,N
34.60799,-117.33714,304.4,0.4,0.37,2019-10-12,0930,N,nominal,1.0NRT,280.4,1.3,N
31.86903,-103.77555,307.8,0.46,0.64,2019-10-12,0930,N,nominal,1.0NRT,278.4,1,N
31.44195,-102.18713,307.9,0.58,0.7,2019-10-12,0930,N,nominal,1.0NRT,276.7,1.3,N
31.77884,-103.50439,300.2,0.48,0.65,2019-10-12,0930,N,nominal,1.0NRT,278.3,1.2,N
31.77752,-103.49944,309.7,0.48,0.65,2019-10-12,0930,N,nominal,1.0NRT,278,1.2,N
31.86862,-103.91564,303.2,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,276.2,0.6,N
31.86463,-104.13318,295.1,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,276,0.6,N
33.41907,-110.86088,315,0.53,0.42,2019-10-12,0930,N,nominal,1.0NRT,286.4,1.8,N
33.41528,-110.8619,306.6,0.53,0.42,2019-10-12,0930,N,nominal,1.0NRT,284.9,1.8,N
33.41758,-110.8622,319.2,0.53,0.42,2019-10-12,0930,N,nominal,1.0NRT,286.6,3.4,N
31.86434,-104.1347,295.7,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,275.3,0.5,N
31.82334,-104.04688,302.5,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,276.4,0.8,N
31.76356,-103.8411,298.3,0.46,0.63,2019-10-12,0930,N,nominal,1.0NRT,277.5,0.9,N
31.68432,-103.70606,331.8,0.47,0.64,2019-10-12,0930,N,nominal,1.0NRT,278.1,3,N
31.67863,-103.70823,312,0.47,0.64,2019-10-12,0930,N,nominal,1.0NRT,278.6,3,N
34.35454,-116.85366,300.9,0.39,0.36,2019-10-12,0930,N,nominal,1.0NRT,282.1,1.1,N
31.49903,-103.14142,311.2,0.51,0.66,2019-10-12,0930,N,nominal,1.0NRT,277.1,1.7,N
31.72642,-104.26709,299.5,0.44,0.62,2019-10-12,0930,N,nominal,1.0NRT,274.6,1,N
31.65653,-104.02316,310,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,275.8,2,N
31.65252,-104.10133,295.2,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,276,0.8,N
31.63037,-104.01743,303.3,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,275.5,1.4,N
31.62915,-104.01283,304,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,275,1.4,N
31.62723,-104.02886,296.9,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,275.8,1.5,N
31.62476,-104.01953,313.5,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,277.2,1.4,N
31.62354,-104.01494,311.8,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,276.2,1.4,N
31.63164,-104.0688,322.1,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,278.2,1.5,N
31.35488,-103.04199,296.1,0.52,0.67,2019-10-12,0930,N,nominal,1.0NRT,276,0.9,N
31.4621,-103.32199,295.6,0.5,0.66,2019-10-12,0930,N,nominal,1.0NRT,278.9,0.6,N
31.65136,-104.09804,301.6,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,276.4,0.5,N
31.62968,-104.0138,306.2,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,275.8,1.6,N
31.62408,-104.01592,335.5,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,278,1.6,N
31.63188,-104.07,318.3,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,277.7,1.9,N
31.62317,-104.15477,310.4,0.44,0.63,2019-10-12,0930,N,nominal,1.0NRT,276.6,1.1,N
31.58775,-104.06565,305.4,0.45,0.63,2019-10-12,0930,N,nominal,1.0NRT,277.1,1.3,N
34.42842,-118.64323,305,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,281.3,1,N
34.3587,-118.5013,325.9,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,283.9,3,N
34.35807,-118.4966,328,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,284.4,3.4,N
34.35459,-118.4972,339.4,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,284.1,3.4,N
34.35522,-118.50188,319.5,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,282.9,3,N
34.34982,-118.48828,301.5,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,282.6,0.9,N
34.34723,-118.46911,311.1,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,287.3,1.2,N
34.34659,-118.46439,301.5,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,287.3,1.2,N
34.34219,-118.53761,339.4,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,287.1,10,N
34.34156,-118.53287,345.1,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,291.8,10,N
34.34093,-118.52815,326.7,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,287.3,4.1,N
34.34031,-118.52352,343.8,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,290.3,4.1,N
34.33969,-118.51896,314.4,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,288.2,1.4,N
34.3387,-118.53814,345.4,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,292.4,10,N
34.33807,-118.53341,341.7,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,290.4,10,N
34.33744,-118.52871,323.6,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,287.7,4.1,N
34.33683,-118.52415,336.2,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,288.1,4.1,N
34.33623,-118.51964,312.6,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,286.4,1.4,N
34.33562,-118.51512,297.4,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,285.6,1.4,N
34.33582,-118.54327,336.1,0.43,0.38,2019-10-12,0930,N,nominal,1.0NRT,288.7,13.3,N
